,Female,Male,Not_Married,Married,No_Dependent,1_Dependent,2_Dependents,3+_Dependents,Graduate,Not_Graduate,Not_Self_Employed,Self_Employed,Rural,Semiurban,Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status
408,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,433,0,105,7,0,0
409,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,504,0,188,8,0,0
410,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,254,0,23,8,1,0
411,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,393,0,113,8,1,1
412,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,388,0,150,8,0,0
413,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,58,122,63,8,1,1
414,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,48,210,126,8,0,0
415,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,138,0,21,8,1,1
416,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,91,0,113,8,1,0
417,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,12,284,156,8,1,0
418,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,6,184,65,8,1,1
419,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,177,50,91,8,1,1
420,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,375,0,91,8,1,1
421,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,107,0,36,8,0,0
422,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,20,84,53,8,1,1
423,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,417,78,63,8,0,0
424,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,477,0,49,8,1,1
425,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,99,245,74,8,1,1
426,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,308,0,37,8,1,0
427,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,378,0,86,8,1,1
428,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,127,1,42,8,1,1
429,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,105,0,21,5,1,1
430,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,437,0,103,8,1,1
431,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,402,0,58,8,0,0
432,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,471,0,193,8,1,1
433,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,73,159,96,8,1,1
434,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,240,0,53,8,1,1
435,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,455,0,100,6,1,1
436,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,30,102,14,8,1,1
437,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,53,30,100,8,1,1
438,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,458,0,133,8,0,0
439,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,414,0,91,8,1,1
440,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,227,261,133,8,1,1
441,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,427,98,127,8,1,1
442,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,319,117,101,8,1,1
443,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,499,0,105,8,1,1
444,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,418,280,124,7,1,1
445,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,204,34,83,8,1,1
446,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,312,0,63,8,1,1
447,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,211,45,17,8,1,0
448,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,187,82,103,8,0,0
449,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,113,64,135,8,1,0
450,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,63,38,78,8,0,0
451,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,32,56,21,7,1,1
452,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,262,85,102,8,0,0
453,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,79,172,45,5,0,1
454,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,412,0,39,8,1,1
455,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,252,0,49,8,1,1
456,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,291,0,71,8,1,1
457,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,235,178,123,8,1,0
458,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,297,0,89,8,1,1
459,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,435,0,113,8,1,0
460,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,43,238,113,8,1,1
461,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,425,0,81,5,1,1
462,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,142,143,106,8,1,1
463,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,346,0,85,8,1,1
464,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,279,0,51,8,0,0
465,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,381,0,93,8,1,1
466,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,131,76,28,5,0,0
467,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,486,0,63,8,1,1
468,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,194,51,8,1,1
469,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,293,170,63,8,1,0
470,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,201,129,115,8,1,1
471,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,97,59,66,5,0,0
472,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,316,0,53,8,1,1
473,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,84,0,46,8,1,1
474,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,359,255,115,8,1,1
475,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,483,23,103,8,1,1
476,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,406,87,153,7,1,1
477,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,118,106,85,8,0,0
478,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,485,149,41,8,1,1
479,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,131,70,100,8,1,0
480,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,296,0,107,8,1,1
481,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,157,0,66,8,1,1
482,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,43,206,81,8,1,1
483,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,461,0,154,8,1,1
484,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,434,0,161,8,1,1
485,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,32,169,84,8,1,1
486,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,213,0,36,8,0,0
487,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,490,0,199,8,1,0
488,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,306,130,113,8,1,1
489,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,74,0,33,8,1,0
490,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,103,185,49,8,1,1
491,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,351,32,132,8,1,1
492,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,231,0,63,8,1,1
493,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,487,0,151,8,1,1
494,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,219,138,72,8,0,0
495,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,185,16,58,3,1,1
496,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,91,81,60,8,1,1
497,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,311,191,64,0,1,1
498,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,124,0,48,8,1,1
499,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,395,248,145,8,0,0
500,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3,229,66,9,1,1
501,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,164,0,53,8,1,1
502,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,329,266,144,8,1,1
503,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,271,264,91,8,1,0
504,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,246,58,77,7,1,1
505,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,208,248,159,8,1,1
506,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,496,272,195,8,1,1
507,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,215,0,49,8,1,0
508,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,78,199,134,8,1,1
509,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,472,0,7,8,1,1
510,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,220,41,53,8,1,0
511,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,385,119,162,8,1,1
512,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,182,124,101,8,1,1
513,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,44,271,28,5,1,0
514,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,371,227,180,8,1,0
515,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,204,219,103,8,1,1
516,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,38,73,66,9,1,1
517,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,151,94,76,8,0,0
518,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,315,110,131,8,1,0
519,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,193,0,48,8,1,0
520,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,52,86,10,8,1,1
521,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,84,0,17,8,1,1
522,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,363,51,53,8,1,1
523,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,429,274,195,8,1,1
524,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,314,131,100,8,1,0
525,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,488,0,192,8,1,1
526,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,242,0,63,8,1,1
527,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,349,53,114,8,0,1
528,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,101,43,47,8,1,1
529,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,408,0,83,8,1,1
530,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,6,265,149,8,1,1
531,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,287,0,53,8,1,1
532,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,216,0,63,8,0,0
533,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,464,0,139,8,1,0
534,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,489,0,78,8,1,1
535,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,88,125,79,8,1,1
536,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,390,236,184,8,1,1
537,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,223,0,60,8,1,1
538,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,126,8,26,8,1,0
539,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,401,0,110,5,1,1
540,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,309,190,93,5,1,1
541,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,47,0,52,8,0,0
542,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,226,0,48,8,1,1
543,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,57,175,81,8,1,1
544,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,143,9,55,8,1,1
545,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,112,113,108,8,1,1
546,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,189,0,36,1,1,0
547,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,87,92,98,8,1,1
548,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,338,0,56,8,0,0
549,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,114,121,63,8,1,1
550,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,405,0,100,8,0,0
551,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,82,162,100,8,1,1
552,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,186,211,111,8,1,1
553,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,76,157,128,8,0,0
554,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,217,244,85,5,0,0
555,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,354,25,3,8,1,1
556,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,100,72,39,8,1,1
557,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,456,0,167,8,1,1
558,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,256,182,115,8,1,1
559,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,281,155,129,8,1,1
560,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,229,4,61,8,1,1
561,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,491,0,201,8,1,1
562,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,377,126,147,8,1,1
563,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,370,0,85,8,1,1
564,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,440,0,165,8,0,0
565,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,302,0,73,8,1,1
566,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,186,0,28,8,1,1
567,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,193,173,76,8,0,0
568,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,68,0,0,8,1,0
569,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,165,127,57,8,0,0
570,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,197,87,132,8,1,1
571,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,341,55,117,8,0,0
572,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,484,0,170,8,1,1
573,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,389,72,133,9,1,0
574,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,400,0,103,8,1,0
575,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,164,5,61,3,1,1
576,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,155,146,89,8,0,0
577,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,173,183,63,8,1,1
578,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,16,148,60,8,1,1
579,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,169,194,114,8,1,1
580,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,403,0,142,8,1,1
581,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,23,285,45,8,1,0
582,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,165,0,6,8,1,1
583,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,27,0,22,8,1,0
584,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,115,111,99,8,0,0
585,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,288,198,122,3,1,0
586,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,61,62,57,8,1,1
587,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,49,0,28,8,1,1
588,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,323,0,47,8,1,1
589,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,108,0,59,8,0,0
590,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,139,218,18,5,1,1
591,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,381,0,142,6,1,0
592,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,446,0,175,8,1,1
593,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,252,214,95,5,1,1
594,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,481,0,167,8,1,1
595,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,248,0,63,8,1,1
596,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,398,21,133,8,1,0
597,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,137,0,43,8,0,0
598,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,453,0,127,8,1,1
599,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,369,0,137,8,1,1
600,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,286,187,5,1,0
601,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,123,187,108,8,1,1
602,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,365,0,81,8,1,1
603,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,230,246,122,8,1,1
604,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,468,0,198,8,1,1
605,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,71,232,100,5,1,0
606,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,193,173,123,8,1,1
607,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,264,49,110,8,1,1
608,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,174,113,61,8,1,1
609,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,125,0,29,8,1,1
610,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,275,0,7,5,1,1
611,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,431,3,163,8,1,1
612,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,422,0,133,8,1,1
613,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,306,0,86,8,0,0